Date,Close
2015-01-02,134.3036346435547
2015-01-05,129.20274353027344
2015-01-06,126.5886459350586
2015-01-07,125.8841781616211
2015-01-08,129.36399841308594
2015-01-09,129.13482666015625
2015-01-12,132.97959899902344
2015-01-13,132.35150146484375
2015-01-14,133.78587341308594
2015-01-15,133.2002716064453
2015-01-16,132.52127075195312
2015-01-20,134.3120880126953
2015-01-21,135.79739379882812
2015-01-22,133.1578369140625
2015-01-23,134.75344848632812
2015-01-26,138.8443145751953
2015-01-27,139.46392822265625
2015-01-28,137.88531494140625
2015-01-29,139.70155334472656
2015-01-30,138.56427001953125
2015-02-02,136.70556640625
2015-02-03,137.29115295410156
2015-02-04,149.69964599609375
2015-02-05,149.1479949951172
2015-02-06,145.77003479003906
2015-02-09,144.33567810058594
2015-02-10,149.16494750976562
2015-02-11,150.48046875
2015-02-12,153.32373046875
2015-02-13,152.9842529296875
2015-02-17,151.42257690429688
2015-02-18,153.3916473388672
2015-02-19,155.7595977783203
2015-02-20,155.22488403320312
2015-02-23,155.22488403320312
2015-02-24,153.53591918945312
2015-02-25,154.93634033203125
2015-02-26,154.93634033203125
2015-02-27,155.1145477294922
2015-03-02,156.7186737060547
2015-03-03,155.1145477294922
2015-03-04,154.3846435546875
2015-03-05,156.2942657470703
2015-03-06,156.2942657470703
2015-03-09,154.89390563964844
2015-03-10,151.8384552001953
2015-03-11,153.4510498046875
2015-03-12,153.16249084472656
2015-03-13,153.21340942382812
2015-03-16,157.0157470703125
2015-03-17,154.89390563964844
2015-03-18,156.2942657470703
2015-03-19,151.8384552001953
2015-03-20,155.35220336914062
2015-03-23,153.2813262939453
2015-03-24,154.97877502441406
2015-03-25,152.93331909179688
2015-03-26,149.54689025878906
2015-03-27,149.54689025878906
2015-03-30,150.41259765625
2015-03-31,148.9103240966797
2015-04-01,149.93727111816406
2015-04-02,151.0151824951172
2015-04-06,153.8584442138672
2015-04-07,151.91482543945312
2015-04-08,152.80599975585938
2015-04-09,152.80599975585938
2015-04-10,154.72415161132812
2015-04-13,156.9308624267578
2015-04-14,151.97425842285156
2015-04-15,154.46951293945312
2015-04-16,153.51895141601562
2015-04-17,151.9997100830078
2015-04-20,150.14097595214844
2015-04-21,151.20944213867188
2015-04-22,147.9885711669922
2015-04-23,148.24627685546875
2015-04-24,150.35057067871094
2015-04-27,151.25242614746094
2015-04-28,151.25242614746094
2015-04-29,149.06224060058594
2015-04-30,151.03765869140625
2015-05-01,151.03765869140625
2015-05-04,152.97021484375
2015-05-05,152.97021484375
2015-05-06,150.82296752929688
2015-05-07,150.77999877929688
2015-05-08,154.84259033203125
2015-05-11,152.068359375
2015-05-12,151.2008514404297
2015-05-13,151.00331115722656
2015-05-14,154.6020965576172
2015-05-15,156.7837371826172
2015-05-18,155.80459594726562
2015-05-19,158.0806427001953
2015-05-20,158.80213928222656
2015-05-21,158.38131713867188
2015-05-22,158.38131713867188
2015-05-26,154.92852783203125
2015-05-27,156.96412658691406
2015-05-28,155.20335388183594
2015-05-29,155.20335388183594
2015-06-01,153.52850341796875
2015-06-02,158.0377197265625
2015-06-03,159.79847717285156
2015-06-04,156.4058074951172
2015-06-05,154.0009002685547
2015-06-08,155.3751220703125
2015-06-09,150.04994201660156
2015-06-10,156.68063354492188
2015-06-11,160.01319885253906
2015-06-12,157.18739318847656
2015-06-15,155.48680114746094
2015-06-16,154.68800354003906
2015-06-17,154.68800354003906
2015-06-18,158.0377197265625
2015-06-19,155.16038513183594
2015-06-22,163.3542938232422
2015-06-23,163.148193359375
2015-06-24,163.148193359375
2015-06-25,163.6205596923828
2015-06-26,163.80093383789062
2015-06-29,155.69296264648438
2015-06-30,152.162841796875
2015-07-01,153.6573486328125
2015-07-02,151.3468475341797
2015-07-06,144.26956176757812
2015-07-07,146.4425506591797
2015-07-08,141.22900390625
2015-07-09,144.72479248046875
2015-07-10,153.41683959960938
2015-07-13,153.53709411621094
2015-07-14,154.1726837158203
2015-07-15,152.44630432128906
2015-07-16,151.43276977539062
2015-07-17,151.43276977539062
2015-07-20,158.0377197265625
2015-07-21,157.48802185058594
2015-07-22,156.28553771972656
2015-07-23,157.20462036132812
2015-07-24,165.389892578125
2015-07-27,154.24139404296875
2015-07-28,159.64385986328125
2015-07-29,159.50645446777344
2015-07-30,157.5223846435547
2015-07-31,160.6573944091797
2015-08-03,160.27085876464844
2015-08-04,160.0990753173828
2015-08-05,163.1911163330078
2015-08-06,164.4794921875
2015-08-07,163.49176025390625
2015-08-10,163.9383544921875
2015-08-11,157.08433532714844
2015-08-12,150.8744659423828
2015-08-13,153.14198303222656
2015-08-14,153.18495178222656
2015-08-17,153.14198303222656
2015-08-18,150.98614501953125
2015-08-19,147.08673095703125
2015-08-20,143.23886108398438
2015-08-21,141.29774475097656
2015-08-24,140.79957580566406
2015-08-25,143.0584716796875
2015-08-26,144.9394989013672
2015-08-27,146.90638732910156
2015-08-28,144.34686279296875
2015-08-31,142.8781280517578
2015-09-01,139.94065856933594
2015-09-02,143.21311950683594
2015-09-03,143.43641662597656
2015-09-04,140.41305541992188
2015-09-08,141.88180541992188
2015-09-09,144.08059692382812
2015-09-10,144.0977783203125
2015-09-11,143.66830444335938
2015-09-14,142.9296875
2015-09-15,146.34811401367188
2015-09-16,150.47938537597656
2015-09-17,152.97879028320312
2015-09-18,147.49899291992188
2015-09-21,146.79469299316406
2015-09-22,141.70144653320312
2015-09-23,141.70144653320312
2015-09-24,140.1639862060547
2015-09-25,145.49774169921875
2015-09-28,142.37997436523438
2015-09-29,140.3529815673828
2015-09-30,146.64871215820312
2015-10-01,144.65606689453125
2015-10-02,145.54928588867188
2015-10-05,150.8487091064453
2015-10-06,153.49415588378906
2015-10-07,155.5469207763672
2015-10-08,158.57022094726562
2015-10-09,161.2156524658203
2015-10-12,161.69664001464844
2015-10-13,156.97267150878906
2015-10-14,156.6634521484375
2015-10-15,156.4831085205078
2015-10-16,155.35794067382812
2015-10-19,155.9334259033203
2015-10-20,153.8892364501953
2015-10-21,154.0009002685547
2015-10-22,158.80213928222656
2015-10-23,160.6144256591797
2015-10-26,160.14202880859375
2015-10-27,159.66964721679688
2015-10-28,157.24752807617188
2015-10-29,158.7248077392578
2015-10-30,158.7248077392578
2015-11-02,158.6818389892578
2015-11-03,158.6990966796875
2015-11-04,161.0438690185547
2015-11-05,161.77394104003906
2015-11-06,155.20335388183594
2015-11-09,153.90640258789062
2015-11-10,155.014404296875
2015-11-11,158.22666931152344
2015-11-12,158.22666931152344
2015-11-13,150.38494873046875
2015-11-16,148.1431884765625
2015-11-17,149.54319763183594
2015-11-18,151.15792846679688
2015-11-19,149.70640563964844
2015-11-20,149.00204467773438
2015-11-23,147.2842559814453
2015-11-24,142.63763427734375
2015-11-25,145.9186248779297
2015-11-27,142.4486541748047
2015-11-30,143.77993774414062
2015-12-01,144.33090209960938
2015-12-02,144.5301513671875
2015-12-03,141.06504821777344
2015-12-04,144.61679077148438
2015-12-07,144.9373321533203
2015-12-08,141.60214233398438
2015-12-09,140.9697723388672
2015-12-10,139.60101318359375
2015-12-11,136.99354553222656
2015-12-14,136.2138671875
2015-12-15,139.56637573242188
2015-12-16,141.08238220214844
2015-12-17,139.03797912597656
2015-12-18,135.21766662597656
2015-12-21,135.1396942138672
2015-12-22,136.23118591308594
2015-12-23,139.3238067626953
2015-12-24,138.1803436279297
2015-12-28,138.5354766845703
2015-12-29,139.60101318359375
2015-12-30,139.6356964111328
2015-12-31,135.77203369140625
2016-01-04,131.90843200683594
2016-01-05,132.71408081054688
2016-01-06,126.9100341796875
2016-01-07,128.27011108398438
2016-01-08,127.26519012451172
2016-01-11,128.44337463378906
2016-01-12,130.704345703125
2016-01-13,128.55596923828125
2016-01-14,127.8109359741211
2016-01-15,128.0275421142578
2016-01-19,130.48777770996094
2016-01-20,128.27011108398438
2016-01-21,128.98046875
2016-01-22,134.4293212890625
2016-01-25,134.3773651123047
2016-01-26,136.36976623535156
2016-01-27,135.62478637695312
2016-01-28,135.64212036132812
2016-01-29,139.6443634033203
2016-02-01,140.77053833007812
2016-02-02,140.12078857421875
2016-02-03,145.17987060546875
2016-02-04,149.23406982421875
2016-02-05,146.12413024902344
2016-02-08,145.99415588378906
2016-02-09,143.55126953125
2016-02-10,143.4993133544922
2016-02-11,139.09860229492188
2016-02-12,140.8917999267578
2016-02-16,145.56968688964844
2016-02-17,150.85401916503906
2016-02-18,146.25405883789062
2016-02-19,148.5843505859375
2016-02-22,149.06947326660156
2016-02-23,144.05374145507812
2016-02-24,140.96109008789062
2016-02-25,142.9881591796875
2016-02-26,143.9237823486328
2016-02-29,144.88534545898438
2016-03-01,144.9373321533203
2016-03-02,144.9806365966797
2016-03-03,144.8159942626953
2016-03-04,146.1847686767578
2016-03-07,146.75650024414062
2016-03-08,147.81338500976562
2016-03-09,147.92599487304688
2016-03-10,147.3369140625
